tweet_id,sentiment,author,content,gemini
1960335067,neutral,Louise_ann,"is wondering what actually to do, when I have a week to do fuk all bar pack, most peeps r leavin too",9
1960338186,worry,prCarrS,@aka55 Hope you mom is okay,10
1960339975,worry,Booliver,@hillaryohara because I couldn't get the money to mikey in time.  trust me. It makes me sad too.,11
1960342255,neutral,Be_Brittany,i am up - dont want to be though  wish i had slept in more heather woke me up. i've got to work later but first i will read some twilight!,11
1960346631,happiness,Mkenn076,@EsmeACullen AWWWWWWW you totally rock...I felt all  and now I'm the happiest girl eva!,6
1960351117,worry,sophzilla,I am tres depressed,11
1960353551,sadness,chadolson11,I feel like such a failure this morning,11
1960377015,sadness,darkbluGirL,Finally finished exams &amp; home not watch Otalia &amp; the PBP on BPD - no Otalia today  hmm! via http://twib.es/COP,9
1960379668,worry,AngharadEvans,I've burnt my collerbone and arms and face! aww!,11
1960381715,neutral,shaynearroyo,today is a busy day. exhausting!,13
1960385091,neutral,PPEMONYMONE,@Firstladydaboss wats wrong boo,9
1960386618,neutral,FrancisViner,It's a windy and rainy day,9
1960388281,hate,candeeezy,@chellemariee I have my 830 class  fuckin school! what time you work wed? if jade comes ima have to get her in antioch at amtrak.,9
1960390988,sadness,kymmij,"@JerryAZ most definately! They are having a hard time, cuz I'm so young &amp; never saw this, but I wrkd hard making cars &amp; now I'm disabled",13
1960392360,sadness,rrrrrrrrrrachel,None of the people I talk to in my P.E. class are here  I'm going to be so bored all period.,2
1960421383,sadness,DeannaSlater,"If Hamilton gets a hockey team, I really think the name Hamilton should be in the team name. If not, I'll be sad.",11
1960425570,worry,davidmash,"not enjoying this cold, raininy Boston day.  I think my new metal back doesn't like getting wet. ;-)",11
1960428582,sadness,JenUpchurch,@DonnieWahlberg I'm not feeling very inspired today...I was suppose to be @ the B'ham concert tonight!,11
1960431374,surprise,crystalshong,"@chelleis Whoa man, now THAT was a great one. I went to Heaven for 5 seconds. U know why lah but pls shhh. LOL. So sorry u weren't there!",5
1960433862,worry,Fwana,my Chrissy is sick w/ a spring cold   Tissues stuck up his nose last night looked so pathetic.  Feel better soon baby...,6
1960436149,sadness,MDenden,Watching Scrubs season 2. Oh I'm gonna miss that show,11
1960446097,sadness,Caz297,Its time for me to pack up at work now and have not had much time for twitter!  Thank you for any follow fridays. Be back later!,9
1960448602,worry,beccabreu,"is just waking up.. not very impressed with my sleep or my dreams. today is going to be a sucky day, I can feel it",11
1960450476,neutral,Lyngay,"Wow, a drive-by done by rappers mad they were kicked out of Spiros? http://bit.ly/Ik6KF",1
1960451786,worry,trinityl,is sad she got her plans cancled,11
1960454646,love,anguillabeaches,inside on a beautiful day!,2
1960456096,neutral,simplymac29,Me + court =,1
1960457865,happiness,livefires,@GothLitChic It's too nice to be inside,12
1960460262,sadness,sodrumming,bored well its not like any one can see this i havent got any friends,2
1960464262,neutral,JunkRoxxx,@DGNY I'm ready homie..actually ima be working,9
1960466847,worry,ariesta1988,@BrittanyHauff Jz local movie here. The title's virgin 2 :p actually i feel not so good. So tired n dizzy,11
1960468669,worry,xtrahmxwohld,sinus congestion is making thinking straight difficult,11
1960470494,neutral,BreathlessDebby,@officialcharice Hey Charicee! How are u? Are you going to come to Italy again? please tell me yes,12
1960472058,sadness,semi234,is *ugh* what a miserable looking day. 54 degrees. Where did summer go?,1
1960473317,sadness,JoeCascio,Just started raining in earnest... guess golf is off for today...,2
1960489966,empty,Stotty2910,Just got back from my first session at the gym with a PT. I'm sore allread,1
1960492134,worry,naomicupcakes,"Ahh, I forgot about the test today",11
1960494527,neutral,RallfGG,"@mrpandora I got a headache because of all the hard work today, still not ready, with a #Heineken trying to finished up",13
1960496851,sadness,Vikx993,getting bored of walking up and down the stairs,2
1960498607,worry,_KatieMcElliott,'Wake Up Darling',12
1960501232,worry,Dogbook,Fritz Roderick Von Hughes is sad to be in the kennel all day  http://apps.facebook.com/dogbook/profile/view/6882699,11
1960506210,worry,elektrikluv,@CajoleJuice Likewise. But I don't know anyone who uses gtalk and the likes so I'm not holding much hope,9
1960509995,sadness,KimGVille,Dam only 5 votes  not gonna win anything now,11
1960512487,surprise,izaartillero,@luzy_artillero Hahaha. Sana someone's selling the full version of &quot;Coding Workshop Photo Recovery Wizard&quot; CD! Demo mode lang eh,5
1960514549,hate,K8Brown,Kyles going out of town this weekend  play time wif my fwiends. Rawrrr.,5
1960517273,worry,Jamjar84,"@_Janet_ ouch, I hate it when favourite items of clothing get ruined.",7
1960520455,worry,__roland__,"14 pages left to read, then it will be time to start all over again, and again.  Off to Lunch Duty...love 6th graders",6
1960528948,worry,huggerdog,@ispeed72 Could've said hi. We're off down south tho,9
1960532576,neutral,paintdFACEmakup,On our way to Disneyland... Without Retsi,4
1960534792,relief,devilsnachos,"spray tan = fail on legs and feet. I've been scrubbing them and feet look better, but they looked awful this morning  Everywhere else = ok",11
1960536524,neutral,essential_e,getting ready for work,9
1960539094,worry,immi12,"thinking about having lunch soon, but we have no food in",9
1960541171,sadness,MaddiMaccie,"Drop the girl she's only got it for your heart she's sure to leave broke and bleeding, and you know she'll turn her back on you.  I lo ...",1
1960545040,anger,agthekid,@eboogiee smh Your whin with that comment,1
1960553547,hate,shariselw,FML. . .i have the worst paper cut on my knuckle from all the papers i was handling. i hat this damn research paper!!!,1
1960556773,worry,ivymutant,"@krissylin you're a busy Bob, I'm jealous. I'm not sure I can even afford to go meet John de Lancie and Leonard Nimoy",9
1960559624,worry,BrunoLogan,"@ceichstaedt I guess it'll work under fusion. Otherwise you'll have to boot directly to Vista just to do some online banking, which sucks",2
1960561640,happiness,RubinaMelati,aaah good bye mikee  smoked crabs!,10
1960565074,worry,shesapeach,@tigerlilyleo lots and lots of red wine...knowing good and well how it has managed to make me sick a few times before,1
1960566871,sadness,midnightbex,@skoosie probably not. I hate when that happens!,7
1960572404,boredom,89xoxolaura,nomatter how much i sleep am still tired,11
1960576036,worry,Itxi_Itx,@Eyglo That's beautiful! Thanks for sharing... My grandpa was recently diagnosed with Alzheimers too....,11
1960577913,happiness,nygma,Last night was fun w the lightening and thunder  Today will be in the 90s,5
1960580710,happiness,therealjovan,@patrickmanning Yes PM PM you are right,9
1960583763,sadness,Arnulfo,darn it. I did it again.!  keep forgetting that darn &quot;D&quot; for DM's.....,1
1960585785,worry,DEWz_PingPong,Well can ya please send some luvin to @JonathanrKnight   im sensing deep fiery anger surrounding his presence right now...,1
1960589516,surprise,andienbelle,sooo cloooseee,4
1960597024,sadness,lpstkone,@AsherUK i wanted to go for my birthday...,9
1960599136,worry,Harrington19,off to work! missing out on all the sunshine!,11
1960602598,worry,beth1170,@littlereview Awww!!,6
1960604860,worry,pewhitfield,"I missed you yesterday, Lacey.    We get to go to granulation tonight, though.",6
1960606957,sadness,clairabellejp,@pennynash I was scared by the Daleks in the DW Exhibition in Cardiff.,12
1960610523,hate,LauRenxExCarter,FACT 1: iHate DirecTV OnDemand w/a passion that burns w/the white hot intensity of 1000 suns. FACT 2: iMiss Comcast. Like a lot,1
1960612553,worry,lifeonwry,@SaylaMarz Looks like we're on the exact same track  Nothing worse than not being able to fix things for someone you love.,11
1960620259,neutral,FreekitTweekit,@LauRenxExCarter @PoloBandit he didn't come to school 2day,9
1960622350,worry,WillStrohl,"@nokiko Oh, I see what you mean. That is true if they are used improperly, which we know they are.",9
1960625682,neutral,jslyon,only 2 more days of minnie,4
1960627442,neutral,Sunfire2109,Although technically the major project he gets to do is something that's communal in theory but always comes to me and is massive/awful.,1
1960629198,sadness,EvilKeg,@getape I had bad net issues on Weds so couldn't broadcast  Am on tonight tho... tune in for new anthems and bad mixing!,4
1960631522,hate,Shardonay,@db412 Amen to that! My vitamins made me so ill  I felt better before i started taking them!,1
1960633359,relief,Mel_xXx,had a shit contact with both parents &gt;.&gt;  grrr,1
1960660475,worry,3rdEden,"@jdawg Still waiting for a email  from MAX. So i consider no news, bad news.",13
1960664361,sadness,hazardous_zone,@KillzoneDotCom  tis a sad day,11
1960666217,sadness,gchapiewski,@tinogomes @MarceloN passed away,11
1960669360,worry,DsBabyGirl,@nkotblorib Nothing definite yet..and the show is in a week   I may just be resorted to giving them away,13
1960671746,sadness,kristyc7,"Well, @suzylake I discovered I can't swim.  I'm out.  Sorry",11
1960673722,worry,mariahsyrett,TGIF. I don't feel good.,11
1960701835,empty,adrateia,@ShakeYourJunk,5
1960705629,surprise,MeowMeowHotMix,My chick wont shut up  Will only stop chirping if i sit with the bloody thing.,1
1960708665,sadness,iLoveLutz,Oh my poop. Stupid Twitter won't let me put up a new picture.,
1960710613,sadness,sarahbeery,@hookedonwinter   your picture makes me thristy EVERYDAY!,5
1960713940,surprise,Shredd3r,@NHL10 I was hoping for a better trailer,12
1960715538,happiness,Aunjelique,"what up world im just chillin, bout to go get this money!! But in this economy no money is easy money anymore",4
1960717528,surprise,DeadSpider,@Yampolito That will make things fair. My poor Tiger has no claws or nutz,1
1960751051,sadness,Tuesday34,ughhh have a tummy ache,11
1960752950,worry,mindywhite,bye LA... I already miss you,11
1960754573,sadness,babynraven99,@davenavarro6767 Not Columbus but just wanted to say sorry to be missing Indiana show tomorrow. So sad  I will be in the woods with 8 GS.,11
1960756493,sadness,hyper_baffoon,phew! i am MELTING!  stupid fan - you picked a good day to stop working,
1960758436,happiness,sarahlestrange,@ElizaPatricia =o YOU SAW FLEETWOOD MAC! I'm insanely jealous. I don't have enough money to buy tickets.  I think I'll never see them. =(,11
1960760156,sadness,twittwootwiggy,@iamlittleboots all my recording eqpmnts out. a full day 2 myself and minds gone blank. outfit for G-A-Y still nt arrived eitha,13
1960762036,sadness,NmcDee,@LolzyluvsJB Neither could i! And i looked on ebay and it was like 250 euro for two!!!! but i doubt my parents would fork that amount out,9
1960763862,neutral,dafferss,@McFrog I can't be mean without you.,8
1960808956,sadness,hadarvc,"@PhilipHotchkiss Sorry, but I don't see a Twitter user named @TomClain",9
1960810151,neutral,plannerpatricia,Follow Friday is a bit hard to do when my work kicks in on Fridays,2
1960812135,worry,lindsayshaw,"4 hours of sleep, a migraine, again? What is wrong with me?    hate my life",7
1960814796,neutral,paula_mcfly,"Plane tickets to UK and everywhere in Europe are BEYOND cheap (for June-Oct!!), but there's NO gig in the near future announced yet",13
1960816877,worry,voyage2k,"@thinkgeek Aw, man!",1
1960818403,worry,sheffield0474,http://pinkpawsforlife.org/ - pets get cancer too.,9
1960820352,sadness,charchee,How could they kill him? Hollyoaks made me sad.,11
1960859052,neutral,holblake,goin to work,9
1960860729,worry,uluvsheena,@Youngbanks206 did you already get your update? I havent yet,9
1960863696,hate,wetheryan,I HATE FLORISTS  No rose for cassadee tomorrow now =/ fricken fag florist people ={ hmm..need something else...hmm...,
1960867244,relief,Frangelo,@pmayroy cause i wasn't there!,1
1960869895,neutral,tomtiger123,is watching the final episode of E.R  Goon SuBo 2 win Britians Got Talent,12
1960871822,fun,jillraf,@CMiget That's always fun to clean up,5
1960875002,empty,munipenny,@NamOf I know  My bro asked if I shaked my fists and now own 6 cats. Will have to make up for last night this weekend when I'm in Philly.,9
1960901495,neutral,UrbanGlamxX,@BBL0ve lmaoo me too  &amp; omg thank you 8-| he does need to act his damn age. I'd be ashamed if he was my damn grandpa 8-|.,1
1960903104,sadness,NmcDee,@LolzyluvsJB Yeaa i'm so sad i've watched her live performances in Peru etc and they are EPIC!   I wish she'd just come to N.I! lol xo,11
1960905559,sadness,ohsnapattack,(@isabelmariee) oh snap,12
1960907499,neutral,troph123,"thought id tanned after an hour in the sun, i was wrong....i've just burnt",11
1960909333,worry,Emily91692,I'm really bored! My brother went to get his permit! Stay off the roads! Jk lol! It feels like all my friends have abandoned me! Except 1,2
1960910528,worry,watergirl61687,Today seems like it should be a good day! Even though my fuel pump is going out on my car  *~xoxo~*,12
1960913749,worry,CountKrolock,I'm extremely hungry.... and the only thing I have in my house is Soup...  I don't like soup... *pouts*,11
1960942961,worry,hotelangel,Its payday! Yay! For all the good it does. Bills bills bills....I'm broke again already,11
1960946030,worry,mokulen22,"I have to pee (fucking coffee)  sooo long until break time. 77 more letters...what to write, what to write..oh, used them all up.",2
1960949098,neutral,PaigeTJohnson,@saynerd01 omgg hhaha nooo! drag me to hell is EVVIIIL! and angels and demons supposedly sucked   ohh no haha,1
1960952273,worry,graccee,I wanna leave after 2nd period *cryy*,11
1960953774,happiness,Haniah94,tired and all i want to do is play random songs on my gitwar but i have to do my drama essay.,2
1960956204,empty,robiiinn,@annakayh your not in school,9
1960958790,neutral,AliJanet,@DunkDetox it must've been Miami cause I haven't been able to drive my car since we got back...it needed an oil pump,9
1960992673,worry,erkagarcia,@tommcfly We're running out of things to tweet to you.  Wish we could get your reply! Come to the Philippines?  TWEEET!,5
1960995024,fun,spidermonkeyloo,really wanted to go to that gig tonight,11
1960998303,worry,penflare,@snipeyhead the there's confuse me,9
1960999459,sadness,Night_Nurse7,Ahhh I'm engulfed in shooooes. Who told me to buy so maany damn shoes,2
1961002419,worry,pixies_mum,@HubUK wow thats impressive! luckily im not in rush but i feel for friends who aren't getting any younger but cant move house  tricky,9
1961004439,neutral,CarolineAracely,@LBOOGSdotTV I do that all the time,9
1961006011,worry,superchud,Feeling sick at stomach today,11
1961035176,worry,rebekahbrowner,i need some serious cheering up,1
1961036974,worry,g0ldensunsett,sad day*Lakers please make me happy with a W,11
1961038767,neutral,myaudioqueen,I've been up late this week watching Jay Leno. Tonight is his last show  But now he'll move up to 10pm not sure if the material will bsame,9
1961042428,happiness,robert_james_ta,@emILLyschwindt thanks lady.... bummer for sure.,1
1961044326,worry,derryo,@MelanieDawn Forgot about the traffic  Heading to Foxford in Mayo and the lovely Pontoon tomorrow,9
1961047237,worry,JennXxx,Has anyone else woken up one day and felt like they acquired near sightedness over night?  Everything is blurry all of a sudden.,12
1961049287,sadness,Kthxbai33,@jacobmaestas I don't think I'll ever have one of those again,11
1961056742,enthusiasm,Marialexandra,"Visit 2  La Ventana de los Cielos foundation was pushed bck 2 weeks,  was so excited 2 go &amp; meet the kids. I'll have 2 wait another 2 wks",11
1961059405,relief,garrettspears,Off to work,9
1961062728,empty,ToXicCupCakeCXC,@957TheBeat i want magic mountain tix but i dont get ur station out in paso  boo sux for me,13
1961063918,worry,reeeesa,@ameliapontes getting there sat afternoon I think. No costume yet  womp wompppppp,12
1961065623,neutral,shinyadornments,@artfirejohn Do you think the bead crumb navigation will return to the new Fusion studios? I really miss that at the top of each item.,9
1961069198,worry,dreamsequins,@craftyasparagus And.. it's raining here,9
1961078747,worry,YoYo_P,Have a slight headache,11
1961080988,surprise,Pro_94JBIT,@Shikha_M didnt get it clear,9
1961082738,neutral,perfetic,Sachie: YNA DOESN'T KNOW OUR PASSWORD YET,9
1961085313,hate,therealMilie,"We waste way too much paper @ the office... for nothing worthy, that almost disgust me",1
1961087899,neutral,brycetheman,so...i really want to be home right now.,11
1961091131,worry,DigitalMage,"My poor wife.  I'm laid up for another 6 hours on doctors orders, then can't do much and she is dealing with screaming baby",11
1961092410,surprise,MochaSweet,@epiphanygirl  When are you coming to Indianapolis  !?!?,12
1961094361,sadness,jacksvalentine,@maximillian62 Oh dear... that's just... disturbing.   The coffee connoisseur in me just died a little.,1
1961098214,sadness,vikkiblack,my knees are sore after physio,11
1961101498,sadness,micaelak,it is always sunny on days when i can't possible be outside.  life is out to get me,11
1961103202,sadness,nurulatiracp,Got people don't let me skip sci pratical becos skola is impt and cannot waste my parents money.  Nt fair.,11
1961105327,worry,Michellevator,I'm going to miss the seniors so much!  Don't goo!,11
1961107438,sadness,ficusrock,Ordered a new computer! Unfortunately it won't get here until the end of June.,13
1961109695,worry,trennyrenny,I guess this is soul searching time for me since I'm home alone &amp; no one's talking to me,9
1961119517,neutral,judez_xo,@chelsea_playboy R.I.P curls,11
1961122392,worry,amylin822,the commies at their finest: youtube and blogger are blocked in china. no updates from us while we are in china.  but GREAT WALL CONQUERED,1
1961125428,worry,SidCity,@kdc well there go my peace corps prospects.,11
1961127684,sadness,kevleitch,@autismvox for me they're not,9
1961130016,neutral,ejsgirl,well here i go off to work,9
1961133338,sadness,Libolio,is tired and sad,11
1961135354,hate,eagerxeyes,"Is waiting, yet again. please, just let this to be over",13
1961138116,relief,xXRhiannon,has been playing Guitar hero to let of some steam..  you see.. Mr Unreliable has striked again!  not funny,1
1961140852,love,LittleWaltz,"oh noes, my puma hoodie is coming apart  i love this thing!",11
1961143292,sadness,JoshBerry26,OH. I am just so tired.,11
1961145713,neutral,BbInDaLoop,@RolliePollie32 I ate some hot food,9
1961147782,sadness,araispoetry,Well thats that then. Exam failed and bsc gone,11
1961150307,worry,MeghanJG,"According to @momsrising, a quarter of families with children under six live in poverty.",13
1961151838,worry,esirryhat,i know im wrong .. just give me one more chance   sEnti .. :],1
1961154556,worry,Badge24,hand hurts,11
1961171334,worry,jasonflute,Venus Williams is having a horrible day at the office,11
1961173423,worry,rsb519,"Waiting for the sun to come back! School called, Joey has a sore throat  I WANT SUMMER!! ..off to make some lunch. LOVE TO ALLLLLLLLLLLLL!",6
1961174815,happiness,brian_jenkins,"Ok, I'm going outside...wish i was playing basketball  oh well...",2
1961176734,neutral,clio_jlh,Admitting that I don't like action plots and I do like romance plots always makes me feel like I'm setting back the feminist cause.,9
1961178216,worry,ExotikGoddess,"Soo tired, couldn't get enough sleep",11
1961179513,love,SquishMitten,@ChrisandCal Thats soooo pretty. Mine havnt flowered for years,9
1961182714,relief,ahsouthwick,@Novaw0lf damnit i didn't  but neither did you so win!,1
1961185244,surprise,shortymay,Officially out of my apt  Learned some stuff about the crazy neighbors that used to live across the hall....scary!,12
1961187746,surprise,cruisesbytoni,gogowww how come we can't have deals like that from Houston?,13
1961189638,worry,dailyuncooking,I killed my dill plant again. Why does this happen with dill? It is doing great then suddenly it's dead. http://tinyurl.com/mlh4f5,11
1961192464,worry,inflekt,"@PochaccoYoly well, I took it in early '00, graduated in '01. we were the final stage guinea pigs  it seriously is a waste of time.",9
1961196045,worry,sumit84,Having real bad headache..,11
1961213412,sadness,briangoff,@TysonDueck Too bad.,9
1961215362,happiness,Leannnee,Straighening my hair and its not going as straight as i want it to be what a  bummerrr for me,2
1961218037,hate,lauren_alayne,@WhitPR lol... i've been in Bk for over a year... going on 2 and u haven't come yet!!!,12
1961219914,neutral,mahpoli,ACABOU!!!,12
1961222411,sadness,lileagle14,Soooo not feeling well and I need to get out of bed,11
1961225169,worry,LaRainbow,@RainbowAnne OMG what posts were deleted? So annoyed I can't go on forum at work!,1
1961227194,hate,DTFBertHAHA,Ugh i hate not having my car!! i miss you my little ford focus!!!,7
1961236025,neutral,hideyourfires,i went to go check my phone for messages. then i remembered i dont have a phone anymore,9
1961238560,worry,marmalaina,is hurt and upset and trying to smile when i feel broken inside,11
1961239892,happiness,AmandaSena,"@KimberlySMoore It's good they're realistic, but I still don't like thinking about it!!!",11
1961241909,surprise,shinsh0ku,holy crap. where did all my time go? =/ gta4 has sucked away my life.. and wasted a whole week! ...i wish i had more self control,2
1961244229,worry,chickletchika,@MishDance i miss your dance friends too.,11
1961246096,empty,ladymedic,Is not looking forward to the LSAT,11
1961248792,sadness,merediiith,I wanna be out in the sunshineeeeeee,4
1961252528,fun,AkoSiAngie,says ...tomorrow is another day...  http://plurk.com/p/x1pxh,9
1961255343,worry,a_lilley,.@petraeujane Too bad they never made it over here during the last ten years,9
1961257565,happiness,yashved_2890,Nt able to follow anyone  friendorfollow.com here i come!!! #itsucks,1
1961261633,sadness,kgwirthalot,@BrendonBudness unfortunatley it is the tooth kind of crown,9
1961264051,neutral,czarphanguye,Pissed that my bluetooth headset's battery out lasted my cell's battery... Gg moto q.,1
1961266457,worry,curious_kitten,@MissMelody in my opinion one gray hair is one too many... I have way too many as well,11
1961269392,hate,oh_btw_porscha,English exam! Bleh i hate vocab,7
1961277154,love,cbmatthews,Just read McDonald's is actually running more ads than before the economic slowdown. Great. I'm lovin it.,4
1961280999,happiness,kellsmania,My Degree  [Tear] happy moment!  http://mypict.me/1ZpF,6
1961282930,worry,simonquick,"can't wait to get his hands on his new blackberry, this one is dying on me",4
1961285420,hate,KatieVoid,@brooketastic my keys were cracking and crap. I kind of miss my old phone already.,11
1961287379,sadness,aarondcoleman,"@Annie713 It's ugly and gray outside even in San Diego. Not too cold, will get to 70, but May-gray June-gloom for us all",9
1961290071,worry,dannyswrld,@brewstermax true but if I don't put a case on it I'll break it in a week.  don't worry ill find a way to make it work.,9
1961292475,worry,SannyBanny,@_YoureMyHeroine :'( i really know how you feelin. i wish i could hug you,11
1961294676,worry,alexflowers,@violetph  Gods sake it isn't even your birthday yet  i need a cool job like that.,1
1961296117,happiness,StephenRL,"Thanks everyone. Unfortunately nothing can be done. The sales speak for themselves, and if that doesn't convince Diamond, nothing will.",9
1961298383,relief,UncleTee,"Praise the advantages of todays copy protection: can not run my fresh installed 3D app, since the licensing system donï¿½t let me.",1
1961363292,sadness,stevegarufi,"@ShellyKramer I've had a fever for the past 48 hours. You should see me. I'm unshaven, puffy face and look pathetic!",11
1961366066,worry,Jmanley209,I'm taking a twitter break. Cell is dying,9
1961369134,enthusiasm,kim_webchic,"@HDEnvy Thanks!  Unfortunately the EU had probs with his satellite provider, so even though his TV LOOKS great, it's basically useless",9
1961371221,worry,sarahbeery,@dulcedementia   poor Stuart...    I was wondering where he was!  Moving day today!I expect a welcome cake or case neighbor .... hehehe,5
1961373526,worry,maaangelaaa,I'm feeling nauseous.,11
1961375715,happiness,twid,"Oh great, Radio Disney doesn't crash with the latest webkit, so my kid can run it again. HEY WAIT.",1
1961378231,worry,IrishMel21,@stacey79 that sucks - I'm still hungry and sucked down my food.,1
1961409415,sadness,mike_itchue,"Ben &amp; Jerry's fail. Got email for free ice cream. Says click here to redeem coupon. When I click, I get error message  @cherrygarcia",1
1961410551,sadness,jogbert,@jkblacker Unfortunately I'm not @jamesog - someone's squatting on that,13
1961412752,sadness,elliieemaee,im well bored  had a great half term and i dont wanna go back to school on monday :'( enjoying the hot weatler lo0l ;),2
1961415222,surprise,Kloecor,@AngelIbarra @ZombieNicholas DUBLIN TOMORROW!! Cant wait.. hope ye are excited  Been over a year since last time,4
1961416663,neutral,Partyplanqueen,@LisaTalkingTots sorry to hear your news,11
1961417787,worry,mikeemouse10,@Marianna26 hey mar! i miss you also ( yeah  but i gotta find a stupidstupid school (,
1961420977,sadness,taniacastillo79,@jmorgan0909 and I'm not getting another one ... There's only 1 alfie,11
1961422722,love,ShNurAthira,"goodnight loveee, i have to attend extra classes at school tmrw. urgh",11
1961425011,worry,iamrichgirl,@jessnextdoor aww...  try to rest na lang muna... ^^,10
1961427916,hate,adindawungo,@Hatz94 me too. I hate my computer so much..,7
1961431402,sadness,erkagarcia,"@tommcfly It's 12:30AM, @buonotomato stopped tweeting, my brain's not functioning. I wanna cry. Haha. Philippines tour, please?  Love ya!",8
1961433056,surprise,Erika_is_crazy,sucks that i don't have a drawing tablet!,11
1961435029,worry,lrv94,I hate only having 1gb ram to use as host and 1gb for Virtual Machine  Sucks so much,7
1961438877,sadness,celinashannon,i DID argue with byron because he said im fat,1
1961449908,love,derekland,"@fifthroom I tried TD, but it battled with CS3 over my processor. Nambu is really good, but unintuitive",9
1961452740,sadness,trueepicure,@hootsuite  Darnit.  See what happens when I avoid teh interwebs for work.,1
1961455628,boredom,jarelloveless,"Just got home from the bank, the teller was definitely hitting on me. Not interested.",1
1961457400,worry,gaballison,"Tum is very unhappy this morning (&amp; it's definitely not a hangover, either). I'd call in sick to work except Heidi needs a ride home.",11
1961459940,worry,jbubbles410,I burnt my finger on the toaster,1
1961463912,worry,laniema,I did.'t Get tht.,2
1961466219,neutral,rincon4rafa,My baby gets her shuts today,6
1961475223,worry,erkagarcia,@tommcfly I'm starting to get really dizzy. Do a tour in the Philippines?  So we'd feel the bliss of knowing our efforts were worth it!,4
1961477568,worry,Ox_Smarlene_xO,omg. .please jonas brothers add an extra date in dublin in november! i tried 2 get tickets but dey were sold out.,4
1961478807,worry,megan_frazier_,it makes me sad when people phones are sick,11
1961480778,love,Jamesizzle,@Mo4Sho87 im following you! im following you! im sorry!  ahhahah i missed you!,5
1961483427,hate,Mr_McFox,"@ZomberellaMcFox if I do that, I'll have no pc",9
1961485460,sadness,overdolibrarian,"Oh PW, you done me wrong. The signing time in ur children's article are all wrong...and no Neil Gaiman?! You tease me.  #bea",1
1961487601,worry,ronni_dee,going to check and make sure no more fishies are dead. poor fishies,11
1961490023,sadness,bjbrenden,Will miss my baby for 2 days,11
1961491821,neutral,byronhoward,Anyone know what to do when your pc keeps restarting itself?,9
1961494053,worry,vanessahen,@jamie_oliver ohhhhh i was busy and didn't see this again...,9
1961498197,sadness,catfish1976,"Had drums, but they where made up of other peoples sets, so, had to give them all back",9
1961501586,happiness,KRISISDnB,LIVE NOW  LIVE! )  DJ JAYEM B2B E.S.R  Click : http://www.krisisdnb.com/listen.asx,9
1961503862,worry,JKremer_Oliva,"@CcoK99 I cant take any chances on them being sold out, when they were in ATX  I waited to long.",13
1961515560,worry,Soraal,scratchy scratchy throat. warm fluids needed,11
1961517826,neutral,spproductions,@Jeanise  I was going to say let's go to lunch...,9
1961521423,surprise,michaelaXD,wow we r watching the outsiders  smelly english.,5
1961522735,neutral,ourracingdream,@AmbroseChick yeah they got qualifyin in.  This whole race is tape delayed,9
1961525216,worry,alyssatheresa,getting my hair cut todayyyy! i'm nerrrvous,12
1961528553,happiness,Ashes1nTheFall,"Oh noesss seniors last day  However, tickling will till he was on the floor giggling made it totally worth it. Plus, a senior sandwhich!",5
1961530738,worry,janelplaia,Is asking that everyone please join me in praying for my mom she just got home from the ER and has to go see a heart doctor,13
1961533003,sadness,jennyj5,@jessner12 you suck majorly  i'm swamped...so why am I on twitter...I don't know...but still  a golf tournament?,1
1961534707,sadness,colinrchorley,"Saying goodbye to a good trusted friend today. Goodbye free Sky TV, you were the best friend anyone could have had.",11
1961537240,sadness,Akakudos,"Well poop, my guitar lesson was canceled today  I'm so sad. I hope his son feels better soon tho.",11
1961539894,sadness,tophee,Shaw guys are over when I want to be sleeping,1
1961542162,sadness,jlovely,@Hi_Im_Chris and i cant get to mine  keep getting an error,13
1961544354,happiness,singbirdsongs,"@tenuousness: aoh is one of the best bands. they played my frosh, i was stoked. i have to work tonight, or else i'd totally be there!",4
1961545984,sadness,ChristinaLaino,@jonkragel I have been sick for like 5 days now...,11
1961548488,hate,lucky1990,why the hell is it raining!! i hate the rain.,7
1961551645,fun,toraks,@Bronte9 Hugs to hubby! I'll probably be in the same place come the 1st of September.,6
1961553250,surprise,DissidentFury,Akh! I woke up and missed so much of Sayed Hassan's speech,11
1961554500,worry,SwannSoirees,"@hjn119 you can crash, you will just have to drive alone  Besides... I can't crash, I gotta work! LOL ;)",5
1961556816,worry,Anna_Pat,snotty nose  poorly chest! this is not good!,11
1961559246,worry,caroltweets,@LisaTalkingTots Oh my goodness!  How AWFUL,1
1961565724,sadness,circadianwolf,bad day,11
1961568160,hate,meis122,Twenty minutes on a fucking call you would think that the person would mention there is already a trouble ticket investigating the issue,1
1961570469,fun,erkagarcia,"@tommcfly Toooooom! Do a tour in the Philippines, pleeease?  I'm risking my health to get your reply. Haha!",5
1961571960,worry,davidlucio,"I wish I could buy blink 182 presale tickets, but I totally don't have the money right now. Guess I have to wait for general admission...",13
1961573302,sadness,ChazzyCat,"@sarahbellafina sleep? I need to go to my mums but by the time I get there, Clara will be in bed",13
1961574072,neutral,Clair_C,Done With Exams...Now Focusing on Summer School...DAYUUMM Life's Hard,10
1961577021,worry,thamanagement,I haven't logged onto Minto.com in like 3 months and what I saw upset me  Gotta do better!,1
1961605689,worry,ammre,"ned to go to beathroom, don't know if i can reach/find clothes. need to walk outsie to get to bathroom. ok at night, not ok in daylight.",13
